#OK
#SQL= select * from MDR1..BDMW where snapnum = 85 and Vcir between 800.000000 and 1000.000000
#MAXROWS UNLIMITED
#QUERYTIMEOUT 2400 sec
#DATE 2013-06-26 10:36:28.592 CEST
#QUERYTIME 181362 millisec
#COLUMN 1 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=NInCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 4 name=hostFlag JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 12 name=Mvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=Mtot JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=Vrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 16 name=Vcir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=conc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=Xoff JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=virialRatio JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=spin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=Rrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 22 name=axisratio_2_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 23 name=axisratio_3_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 24 name=axis1_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 25 name=axis1_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 26 name=axis1_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 27 name=ix JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 28 name=iy JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 29 name=iz JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 30 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
bdmId,snapnum,NInCat,hostFlag,x,y,z,vx,vy,vz,np,Mvir,Mtot,Rvir,Vrms,Vcir,conc,Xoff,virialRatio,spin,Rrms,axisratio_2_1,axisratio_3_1,axis1_x,axis1_y,axis1_z,ix,iy,iz,phkey
8508231338,85,8231338,-1,952.5471,108.5132,758.1783,134.01,105.94,-402.38,12943,1.12199998E14,1.15800002E14,0.7904,898.4,819.9,4.537,0.0335,0.3098,0.0305,0.4374,0.6225,0.5299,0.6967,0.7143,-0.0659,975,111,776,648144384
8508260270,85,8260270,-1,81.9518,316.5868,617.8351,107.25,-321.27,251.73,9459,8.203E13,8.2709997E13,0.7104,847.3,805.2,7.728,0.017,0.2752,0.0233,0.36,0.8301,0.7473,-0.38,0.6455,0.6625,83,324,632,961473257
8508261745,85,8261745,-1,69.6425,285.9443,623.5887,87.46,851.57,-462.61,14793,1.28300001E14,1.81000005E14,0.9188,1308.0,940.2,10.29,0.0417,1.258,0.0105,0.4572,0.7363,0.674,0.6277,0.6246,-0.4646,71,292,638,961631095
8508262384,85,8262384,-1,36.5611,354.2744,625.1898,81.06,-517.2,222.53,15404,1.33599999E14,1.48799998E14,0.8575,918.5,822.4,2.685,0.1255,0.3202,0.0796,0.5139,0.5665,0.351,-0.622,0.7816,0.0467,37,362,640,963586925
8508264232,85,8264232,-1,33.96,356.0848,626.7251,432.09,-323.61,-57.53,17087,1.48199994E14,1.52800005E14,0.8665,946.5,901.5,4.608,0.0376,0.2034,0.0253,0.4777,0.7473,0.5951,-0.1829,0.951,0.2491,34,364,641,963586667
8508266046,85,8266046,-1,22.1765,238.3478,628.2159,-166.23,-422.8,-152.02,12292,1.06599998E14,1.098E14,0.7783,910.7,825.3,5.432,0.0276,0.3285,0.0379,0.4164,0.793,0.6377,-0.2604,0.0995,0.9603,22,244,643,1050641429
8508079304,85,8079304,-1,684.5764,41.8651,664.4901,-100.08,-56.21,-7.01,21265,1.84399992E14,1.92400006E14,0.937,1048.0,965.0,4.527,0.1029,0.2759,0.0305,0.5147,0.5665,0.4214,0.9901,-0.1229,0.0675,701,42,680,575256313
8508087117,85,8087117,-1,636.3033,183.7711,684.7736,-236.45,59.59,-348.0,12388,1.07400003E14,1.24300003E14,0.808,934.9,805.7,5.099,0.0704,0.4125,0.0337,0.4306,0.5981,0.4978,0.8062,0.1212,-0.5791,651,188,701,577923998
8508087514,85,8087514,-1,625.4096,133.4215,684.8405,-271.38,-381.44,-123.43,11366,9.8570003E13,1.00999998E14,0.7594,867.8,827.4,6.516,0.0342,0.2327,0.0198,0.404,0.7169,0.6455,0.313,-0.7866,0.5322,640,136,701,577933797
8508089974,85,8089974,-1,758.9036,175.9255,693.4227,191.06,-61.58,77.13,10081,8.7419999E13,8.806E13,0.7256,870.1,819.9,7.599,0.0187,0.2924,0.0189,0.3672,0.9472,0.7033,0.467,0.1599,0.8697,777,180,710,563975979
8508090348,85,8090348,-1,629.5739,110.3171,700.4062,-334.38,40.48,-115.88,21058,1.82599998E14,1.87900004E14,0.9315,1057.0,957.1,4.297,0.0781,0.3006,0.0327,0.5145,0.7579,0.6557,-0.5819,0.79,0.1932,644,112,717,575708967
8508091193,85,8091193,-1,698.4214,18.854,702.2869,-63.73,-174.77,239.28,14821,1.28500002E14,1.32500001E14,0.8279,945.7,878.6,5.431,0.0214,0.2954,0.0174,0.4545,0.7741,0.5761,0.7848,-0.1038,-0.611,715,19,719,576287849
8508092521,85,8092521,-1,788.2115,152.9014,705.6233,114.27,20.08,309.4,13467,1.168E14,1.21600003E14,0.8032,910.6,843.7,5.147,0.0337,0.2428,0.0097,0.4362,0.5265,0.4319,0.1996,0.9775,0.0681,807,156,722,564052497
8508095446,85,8095446,-1,782.1834,132.2284,705.295,388.83,-166.04,-191.19,16283,1.41200003E14,1.48599996E14,0.861,971.9,929.4,6.492,0.0291,0.2326,0.0597,0.4641,0.8885,0.5342,0.3766,0.9118,0.1637,800,135,722,564067399
8508096345,85,8096345,-1,763.4269,165.0334,709.0813,148.98,133.25,266.43,11730,1.01700002E14,1.03799998E14,0.7666,885.3,844.9,6.893,0.0387,0.2345,0.0163,0.4057,0.7486,0.5929,0.6449,0.2139,0.7337,781,168,726,563992763
8508314424,85,8314424,-1,93.2689,349.2944,729.913,-202.43,-97.82,583.87,12222,1.06000003E14,1.12399999E14,0.7837,914.5,871.4,7.725,0.0478,0.2629,0.0349,0.4039,0.7873,0.6695,0.2034,0.314,0.9274,95,357,747,963981585
8508316266,85,8316266,-1,135.3152,327.2937,742.6802,-274.49,76.26,520.97,16161,1.40199997E14,1.45500003E14,0.8548,946.9,898.0,5.233,0.0188,0.2323,0.0288,0.4673,0.6447,0.5521,0.8652,0.3374,-0.371,138,335,760,965254135
8508317567,85,8317567,-1,168.1386,255.1772,737.4524,-237.54,-32.01,475.57,16187,1.40399998E14,1.44800007E14,0.8513,996.7,934.6,6.598,0.0331,0.2974,0.0256,0.4457,0.6829,0.5869,0.4458,-0.7612,0.471,172,261,755,965023642
8508318287,85,8318287,-1,195.6392,335.6615,740.1857,204.11,235.1,520.75,18136,1.57300006E14,1.62599996E14,0.8851,993.9,905.2,4.048,0.0616,0.2732,0.094,0.4931,0.87,0.7115,0.8393,-0.4463,-0.3105,200,343,757,966174520
8508318451,85,8318451,-1,76.727,315.2505,735.5511,-105.51,118.56,153.41,16362,1.41899998E14,1.42799995E14,0.8438,958.3,921.0,5.689,0.0358,0.1832,0.039,0.4628,0.6727,0.4878,0.6794,0.4505,-0.5792,78,322,753,964073043
8508319216,85,8319216,-1,68.187,354.8841,734.324,-105.94,-176.25,180.45,16672,1.44600006E14,1.50900002E14,0.8592,958.9,854.6,2.672,0.1414,0.3452,0.027,0.5069,0.5283,0.5035,-0.6203,0.362,0.6958,69,363,751,963987601
8508319510,85,8319510,-1,164.8339,245.3855,734.2106,-25.13,177.79,211.01,11597,1.00600004E14,1.04300001E14,0.7676,894.5,807.0,5.424,0.0358,0.3431,0.0432,0.4113,0.6295,0.5077,-0.5342,0.4938,0.6862,168,251,751,1048245238
8508320746,85,8320746,-1,45.1211,353.3387,743.2724,215.37,-420.23,331.27,18034,1.56399993E14,1.71599999E14,0.9019,1047.0,897.5,4.185,0.1431,0.4285,0.1063,0.504,0.7124,0.4672,0.6076,0.161,0.7777,46,361,761,963304140
8508320938,85,8320938,-1,95.2881,349.1295,733.8824,-359.85,-58.78,121.65,13459,1.16699999E14,1.24799997E14,0.8109,922.0,828.4,4.665,0.1129,0.3255,0.0807,0.4431,0.6396,0.5536,0.9005,-0.2907,0.3234,97,357,751,963956527
8508321301,85,8321301,-1,190.9925,340.6593,745.663,-45.55,-305.96,725.77,16326,1.41600005E14,1.61600007E14,0.8864,1032.0,880.1,4.974,0.1113,0.4635,0.0862,0.4787,0.8011,0.7021,-0.1933,0.8807,-0.4324,195,348,763,966176214
8508321924,85,8321924,-1,146.7826,252.1233,748.9067,-224.24,-80.26,443.71,20564,1.78299997E14,1.92200005E14,0.941,1045.0,967.6,5.312,0.0282,0.2718,0.0348,0.5054,0.7065,0.5901,0.795,0.6014,0.079,150,258,766,965012364
8508322289,85,8322289,-1,93.8387,381.903,740.8632,270.85,-178.33,289.21,14381,1.24699997E14,1.29700001E14,0.8211,907.9,837.8,4.087,0.0506,0.3091,0.0252,0.4615,0.7681,0.521,-0.0393,0.5619,0.8262,96,391,758,957053953
8508323252,85,8323252,-1,166.0679,253.0467,741.4075,-202.79,252.02,-53.04,11921,1.03400004E14,1.056E14,0.7708,879.4,832.7,6.143,0.0487,0.254,0.0362,0.4086,0.8975,0.5664,-0.1526,-0.3689,0.9169,170,259,759,965023470
8508324169,85,8324169,-1,137.2633,389.3413,750.1861,-242.72,99.62,522.8,10621,9.2110003E13,9.3710004E13,0.7408,862.1,804.2,6.259,0.0222,0.2662,0.03,0.3874,0.6873,0.5723,0.0578,0.9501,0.3064,140,398,768,949184904
8508326640,85,8326640,-1,24.6276,319.0376,750.8782,103.12,-12.1,242.39,21856,1.89499997E14,2.04399993E14,0.9572,1106.0,935.8,3.189,0.1143,0.4644,0.0364,0.5568,0.6919,0.4073,0.9878,-0.0232,-0.154,25,326,768,953974351
8508327392,85,8327392,-1,187.2319,344.991,761.1074,251.84,-195.59,467.72,14198,1.23100004E14,1.34999999E14,0.833,951.1,852.9,5.243,0.0383,0.3468,0.0403,0.4444,0.7111,0.6706,0.1613,0.651,0.7417,191,353,779,952063061
8508327395,85,8327395,-1,1.6702,354.191,745.9268,-885.35,162.62,110.4,12409,1.07600004E14,1.11700003E14,0.7815,891.2,853.3,6.564,0.0148,0.2349,0.0212,0.4184,0.8742,0.713,0.706,-0.6911,0.1545,1,362,763,963337506
8508328094,85,8328094,-1,115.1415,273.6408,755.4355,302.03,-216.92,121.28,19713,1.70999996E14,1.81200006E14,0.9201,1108.0,946.3,4.861,0.1196,0.4787,0.0399,0.5039,0.8897,0.6678,0.9713,-0.2337,0.0445,117,280,773,952402694
8508330893,85,8330893,-1,104.1782,357.6822,755.5975,69.04,-318.87,280.22,19119,1.65799998E14,1.74500008E14,0.9075,1025.0,938.8,4.879,0.0325,0.2865,0.0272,0.493,0.7046,0.6554,0.6398,0.1726,0.7489,106,366,773,952133779
8508331396,85,8331396,-1,34.3513,208.2881,755.6814,268.27,-653.8,129.91,13019,1.12900002E14,1.41400004E14,0.8452,1050.0,883.6,8.547,0.0548,0.5774,0.0312,0.417,0.768,0.5487,0.7629,-0.3692,0.5307,35,213,773,1059434907
8508332621,85,8332621,-1,76.2502,359.92,755.9547,-91.43,-11.13,43.36,18809,1.63100007E14,1.67299999E14,0.8938,999.6,926.6,4.422,0.08,0.2766,0.0286,0.4957,0.5708,0.421,0.9635,-0.2137,0.1613,78,368,774,952147762
8508336116,85,8336116,-1,108.4577,336.321,772.1745,-109.24,100.24,84.12,9384,8.138E13,8.3720002E13,0.7134,815.7,807.9,8.105,0.0205,0.1573,0.0166,0.3656,0.7714,0.5692,0.4227,-0.7812,0.4594,111,344,790,952345905
8508189193,85,8189193,-1,959.566,105.093,703.317,-65.48,-264.41,680.0,13218,1.14600004E14,1.22800002E14,0.81,879.4,823.8,4.771,0.0305,0.2698,0.0237,0.4415,0.6906,0.6067,0.5535,0.5661,-0.6108,982,107,720,559859569
8508189310,85,8189310,-1,938.4157,16.3863,694.3377,-87.81,88.84,48.39,13151,1.14E14,1.20799999E14,0.8027,921.3,864.6,6.473,0.095,0.2882,0.0645,0.4176,0.8202,0.5914,-0.1526,0.6933,0.7043,960,16,711,559510015
8508190362,85,8190362,-1,800.2754,112.461,690.1973,471.24,373.85,-72.5,15549,1.34799998E14,1.39500001E14,0.8404,965.7,940.1,7.351,0.025,0.1931,0.0242,0.4403,0.7704,0.6134,-0.423,0.7966,0.4318,819,115,706,564225432
8508193525,85,8193525,-1,977.9685,83.5707,705.7637,-657.47,290.3,403.46,23669,2.05300007E14,2.21399994E14,0.981,1057.0,989.9,4.339,0.0189,0.2194,0.0372,0.543,0.6627,0.5681,0.3338,0.7837,0.5239,1001,85,722,559728506
8508195032,85,8195032,-1,847.4248,104.3639,701.6419,-122.75,166.28,54.07,14947,1.29600001E14,1.47000004E14,0.8551,941.0,828.7,3.702,0.0786,0.4126,0.0496,0.4895,0.5938,0.5008,0.8958,-0.1686,0.4113,867,106,718,565119069
8508195903,85,8195903,-1,900.2656,14.4533,708.4292,-214.84,218.49,406.14,14022,1.21600003E14,1.26800001E14,0.811,893.8,810.8,2.975,0.0691,0.3005,0.0356,0.471,0.8867,0.5564,-0.5157,0.3798,0.768,921,14,725,559229068
8508195954,85,8195954,-1,825.4695,50.9484,702.7277,638.85,246.24,-6.75,9732,8.44E13,8.6999998E13,0.7228,822.9,813.1,7.894,0.0278,0.1637,0.0053,0.3669,0.8569,0.7119,0.398,0.3006,0.8668,845,52,719,564763098
8508196515,85,8196515,-1,935.199,28.3769,700.7145,219.07,-9.55,-127.19,12841,1.11400001E14,1.13699998E14,0.7856,877.3,835.6,5.259,0.0292,0.2172,0.0415,0.4258,0.8046,0.6129,0.2879,0.954,-0.0841,957,29,717,559317603
8508198919,85,8198919,-1,947.629,72.6518,714.5581,263.19,595.51,165.76,15472,1.34200003E14,1.37200004E14,0.8353,910.9,855.3,3.808,0.0538,0.261,0.0145,0.4751,0.6046,0.3819,0.6023,0.3921,-0.6954,970,74,731,559774495
8508199007,85,8199007,-1,847.8217,121.719,710.5297,315.29,-224.94,-226.93,11016,9.5529996E13,1.06299996E14,0.7726,925.3,813.9,6.81,0.0121,0.4312,0.0477,0.3968,0.7913,0.6289,-0.4022,0.5193,0.754,868,124,727,565125977
8508199919,85,8199919,8508201206,802.6287,197.3977,710.0157,-387.24,122.28,104.17,8733,7.5729996E13,9.8380001E13,0.4562,953.7,880.6,4.292,0.0468,0.3483,0.0241,0.2532,0.8749,0.7895,0.1139,0.7989,-0.5906,821,202,727,563734278
8508201330,85,8201330,-1,974.8536,86.6432,708.5456,-485.87,-174.49,-290.74,15207,1.31899998E14,1.394E14,0.8401,967.6,892.6,5.807,0.0378,0.2949,0.0145,0.445,0.6762,0.5677,-0.1295,0.5708,0.8108,998,88,725,559730351
8508205426,85,8205426,-1,947.7113,135.6431,722.8586,100.57,380.43,307.29,19297,1.67400008E14,1.74399999E14,0.9067,989.5,899.5,2.97,0.1385,0.3433,0.0444,0.5386,0.5105,0.4061,0.8342,-0.532,-0.145,970,138,740,559997284
8508205499,85,8205499,-1,958.3386,173.1453,727.9724,-150.53,-70.45,310.96,14068,1.21999997E14,1.267E14,0.8141,917.5,858.2,5.218,0.0226,0.241,0.0124,0.44,0.8632,0.5034,0.8833,-0.4677,-0.0309,981,177,745,560138963
8508289763,85,8289763,-1,4.3653,210.4005,686.8378,-304.68,-71.03,39.33,19963,1.731E14,1.76999998E14,0.9118,1026.0,985.2,5.937,0.0269,0.1978,0.0319,0.492,0.7235,0.5177,0.9057,-0.3441,-0.2478,4,215,703,1050518208
8508293263,85,8293263,-1,109.2083,396.5315,682.7894,-161.17,358.83,261.92,17415,1.50999994E14,1.60699993E14,0.8838,999.9,902.2,4.648,0.1387,0.3304,0.0159,0.4841,0.5708,0.4626,0.221,-0.4278,0.8764,111,406,699,957696170
8508295402,85,8295402,-1,27.4778,210.7797,694.6031,-452.7,-248.21,96.06,16139,1.40000004E14,1.51500005E14,0.8628,951.7,843.3,2.973,0.0537,0.3386,0.0517,0.4984,0.5279,0.3603,0.9348,0.0235,0.3543,28,215,711,1050160832
8508301542,85,8301542,-1,34.0439,202.447,701.6752,-501.83,350.69,-136.69,16938,1.46899995E14,1.56799995E14,0.8762,951.8,872.4,3.746,0.0832,0.3292,0.0268,0.5002,0.639,0.5545,0.8387,-0.1818,-0.5134,34,207,718,1050257839
8508302159,85,8302159,-1,105.9675,256.3618,705.4685,-324.21,-229.74,405.19,12458,1.07999998E14,1.10899998E14,0.7789,896.2,825.4,5.206,0.0332,0.2865,0.0181,0.4131,0.788,0.6659,0.5433,0.8228,0.1669,108,262,722,964409874
8508303131,85,8303131,-1,67.5613,262.8279,698.4476,-377.05,-457.23,-104.54,10820,9.3830003E13,9.936E13,0.7553,859.1,800.3,6.096,0.0332,0.2778,0.0232,0.399,0.7113,0.5741,0.0926,0.4552,0.8856,69,269,715,964323375
8508306433,85,8306433,-1,39.9949,280.6185,710.1002,-158.36,-230.5,159.69,17775,1.54199996E14,1.56799995E14,0.8763,1020.0,997.5,7.876,0.0281,0.1877,0.0173,0.45,0.7131,0.5759,0.4486,-0.5442,0.709,40,287,727,962971958
8508312843,85,8312843,-1,180.5931,254.5254,732.6693,-318.34,-200.37,618.24,13138,1.13899999E14,1.154E14,0.7902,978.3,908.8,8.129,0.0278,0.3274,0.0399,0.3999,0.7873,0.6421,0.7743,-0.6158,0.1455,184,260,750,965046568
8508313010,85,8313010,-1,50.1512,270.425,721.2926,-396.92,-88.48,-67.04,15906,1.379E14,1.39099999E14,0.8436,967.6,912.8,5.876,0.0435,0.2313,0.0262,0.4436,0.8187,0.592,0.9788,-0.0691,0.1929,51,276,738,962937959
8508347384,85,8347384,-1,161.2264,347.7362,793.4768,-136.48,-234.94,46.3,15532,1.34699997E14,1.41699997E14,0.8437,894.4,832.2,2.65,0.0305,0.2888,0.0698,0.4995,0.7103,0.6549,-0.523,0.7349,0.4317,165,356,812,952026069
8508347523,85,8347523,-1,144.597,325.9424,791.1166,34.84,-17.7,112.04,15471,1.34200003E14,1.39099999E14,0.8418,978.8,876.5,4.865,0.0171,0.3508,0.0234,0.4523,0.5874,0.4987,0.4955,0.3553,0.7926,148,333,810,951957789
8508349802,85,8349802,-1,91.3591,299.967,786.9698,267.59,76.5,-234.99,14887,1.29099998E14,1.44800007E14,0.8544,1034.0,887.8,6.313,0.0991,0.4583,0.036,0.4394,0.8045,0.6515,0.6667,0.7126,0.2186,93,307,805,952512283
8508350033,85,8350033,-1,118.5332,380.8116,792.7855,245.65,135.12,75.66,12643,1.09599999E14,1.126E14,0.7831,892.4,805.1,4.123,0.1129,0.3462,0.081,0.441,0.7937,0.5396,0.4093,-0.3497,0.8427,121,389,811,955022557
8508350090,85,8350090,-1,170.9106,274.3369,794.1836,507.52,573.16,172.92,18371,1.59300001E14,1.61400006E14,0.8851,981.8,943.7,5.341,0.0168,0.1773,0.0139,0.476,0.7127,0.5496,0.6353,0.6966,-0.3334,175,280,813,951663112
8508352282,85,8352282,-1,197.3718,265.015,797.2148,-399.86,809.76,-314.3,17185,1.48999999E14,1.50400007E14,0.8642,981.2,944.0,6.134,0.0266,0.1933,0.0359,0.4525,0.8126,0.6665,0.9595,0.0366,0.2793,202,271,816,950442357
8508353900,85,8353900,-1,330.3394,386.2445,603.6943,210.73,436.46,132.97,14631,1.26900001E14,1.30199996E14,0.8231,973.4,892.2,6.121,0.0099,0.3295,0.049,0.4387,0.8631,0.6571,0.7497,-0.657,0.0796,338,395,618,976417951
8508354419,85,8354419,-1,326.8275,238.8806,602.1996,-613.07,-218.91,-37.2,23272,2.01799995E14,2.16899992E14,0.974,1094.0,967.0,3.623,0.0898,0.3875,0.0419,0.559,0.55,0.401,0.0066,0.7884,-0.6151,334,244,616,1034777768
8508266404,85,8266404,-1,117.1104,327.3816,622.3925,-619.13,-189.57,-269.98,17493,1.51700007E14,1.61200004E14,0.88,906.6,867.6,2.862,0.0322,0.2363,0.0456,0.5261,0.7038,0.5501,-0.3449,0.3721,0.8617,119,335,637,961504327
8508266653,85,8266653,-1,64.5667,372.3802,621.981,-538.88,-112.23,-252.76,17114,1.48399995E14,1.57899993E14,0.8792,1031.0,951.2,6.823,0.0311,0.3031,0.0206,0.4484,0.7065,0.5805,0.502,-0.4303,0.7502,66,381,636,961375645
8508269979,85,8269979,-1,175.3629,318.4109,638.3599,-406.12,-245.42,106.71,12622,1.09499998E14,1.197E14,0.7997,930.1,828.6,5.589,0.0334,0.3512,0.0109,0.4275,0.487,0.4206,0.9619,0.2307,0.1467,179,326,653,965648130
8508272263,85,8272263,-1,123.5437,321.425,637.5052,-510.46,-280.04,-270.01,16120,1.39800003E14,1.44600006E14,0.8519,924.8,899.4,5.272,0.0335,0.2051,0.0079,0.4602,0.8168,0.6194,0.01,0.2202,0.9754,126,329,652,963811005
8508272601,85,8272601,-1,0.5619,257.2989,644.3035,-103.43,-251.7,-73.43,18936,1.64200006E14,1.68100004E14,0.896,1112.0,978.3,6.331,0.0646,0.4239,0.1098,0.4721,0.5952,0.4604,0.5759,0.6509,-0.4945,0,263,659,962596950
8508273693,85,8273693,-1,31.0556,321.3207,645.675,138.2,-483.47,242.22,18138,1.57300006E14,1.67400008E14,0.8945,982.3,897.2,3.908,0.0219,0.2964,0.0189,0.504,0.709,0.4331,-0.0276,-0.3918,0.9196,31,329,661,963461551
8508276875,85,8276875,-1,26.497,303.878,657.1068,435.19,-483.74,581.35,10483,9.0910004E13,9.462E13,0.7432,808.3,800.1,6.371,0.0048,0.1531,0.031,0.3973,0.8825,0.7603,0.839,-0.3012,0.4531,27,311,672,962725718
8508277095,85,8277095,-1,148.1626,308.4893,650.788,-157.18,-146.07,-10.24,19476,1.68900008E14,1.80100008E14,0.9168,1079.0,957.2,5.432,0.1251,0.399,0.0498,0.4909,0.7757,0.6181,0.9251,0.3558,0.1325,151,315,666,964817262
8508277625,85,8277625,-1,159.3606,216.0374,656.7699,-1230.27,429.58,580.08,22885,1.985E14,3.28000009E14,1.1204,1426.0,997.9,7.751,0.1005,1.264,0.1027,0.562,0.7734,0.5181,0.958,-0.259,-0.1232,163,221,672,1048392318
8508279970,85,8279970,-1,51.6616,278.3571,657.806,-493.21,89.69,-51.73,13554,1.17500004E14,1.20100003E14,0.8005,913.7,844.9,5.02,0.0246,0.2727,0.0328,0.4352,0.8904,0.5584,0.3847,-0.4137,0.8251,52,285,673,962801170
8508280659,85,8280659,-1,84.3059,245.8534,654.9191,-688.34,-203.57,295.84,24486,2.12400008E14,2.34099994E14,1.0016,1127.0,986.7,3.967,0.0205,0.3769,0.0187,0.573,0.5125,0.4797,-0.2179,-0.071,0.9734,86,251,670,1048621501
8508280910,85,8280910,8508277625,159.0111,216.0885,656.6407,821.47,-323.88,-11.25,5385,4.6700001E13,7.8460001E13,0.3249,895.5,800.8,3.381,0.0392,0.4752,0.0226,0.1885,0.7224,0.6455,0.9331,-0.187,-0.307,162,221,672,1048392313
8508282304,85,8282304,8508276184,43.7471,253.1857,654.4551,-584.49,-93.1,82.01,11444,9.9240001E13,1.62999998E14,0.6338,1029.0,859.6,4.476,0.1234,0.6089,0.0246,0.3519,0.7793,0.7072,0.6342,0.7539,0.1716,44,259,670,962637873
8508282332,85,8282332,-1,35.5314,290.4556,658.976,-1607.53,-23.76,708.39,5416,4.6970001E13,5.1710001E13,0.3005,931.3,823.8,2.691,0.0275,0.5019,0.0273,0.1792,0.7449,0.5963,0.9324,-0.328,0.1521,36,297,674,962773757
8508282775,85,8282775,-1,163.7676,329.4315,658.1727,-318.75,-193.77,-151.26,10197,8.8429996E13,8.9169997E13,0.7286,833.9,824.0,7.654,0.0136,0.1721,0.0098,0.3785,0.7742,0.6534,0.6058,0.0901,0.7905,167,337,673,965621071
8508283427,85,8283427,-1,138.7824,220.9063,665.2633,-34.93,-127.02,26.2,14065,1.21999997E14,1.253E14,0.8108,899.4,847.8,4.706,0.0217,0.2312,0.025,0.4452,0.6725,0.5017,0.6944,0.1776,-0.6974,142,226,681,1048324595
8508397230,85,8397230,-1,396.3177,325.678,693.8608,132.84,-470.33,60.68,20039,1.73799996E14,1.78299997E14,0.9151,1008.0,937.8,4.129,0.0152,0.2486,0.0335,0.5058,0.7126,0.5494,-0.4485,0.8377,-0.3116,405,333,710,982005626
8508399592,85,8399592,-1,281.9857,327.3966,701.3931,-71.31,167.23,163.43,10957,9.5020003E13,1.14400002E14,0.7875,1028.0,827.0,7.918,0.1265,0.699,0.0754,0.3985,0.6805,0.6622,-0.0317,-0.6542,0.7557,288,335,718,980003255
8508400379,85,8400379,-1,272.1966,333.1217,705.2194,-243.98,-79.65,782.95,19692,1.70799995E14,1.83600004E14,0.9205,997.4,896.0,2.559,0.0342,0.3426,0.0070,0.548,0.7347,0.462,-0.6999,0.4176,0.5795,278,341,722,979916835
8508400878,85,8400878,-1,395.5136,288.4827,697.6838,308.69,-79.05,66.86,10505,9.1099998E13,9.4749998E13,0.7435,855.1,816.9,7.126,0.0222,0.2239,0.0367,0.3761,0.7207,0.5919,0.5454,-0.0725,0.8351,405,295,714,981981970
8508401401,85,8401401,-1,210.6023,290.9278,705.1459,-204.01,96.47,793.03,18134,1.57300006E14,1.69000001E14,0.8975,998.2,933.7,5.443,0.02,0.2527,0.0274,0.4805,0.8243,0.6073,-0.5087,0.2463,0.825,215,297,722,966379332
8508401942,85,8401942,-1,304.6393,254.8792,698.7795,-135.83,788.83,-308.01,16281,1.41200003E14,1.84299999E14,0.9242,952.7,822.0,3.191,0.0906,0.4512,0.0421,0.5435,0.551,0.4204,-0.2653,0.8333,-0.4851,311,260,715,979738262
8508403960,85,8403960,-1,301.8591,322.7864,703.931,-171.04,-310.49,175.16,14131,1.22600001E14,1.28700004E14,0.8207,985.4,861.3,5.415,0.0471,0.405,0.028,0.4339,0.5768,0.5116,-0.6409,0.3194,0.6981,309,330,720,979995595
8508404474,85,8404474,-1,250.8377,282.0363,707.6682,-153.79,210.75,185.3,15950,1.38300002E14,1.45999998E14,0.858,1023.0,914.0,6.189,0.0762,0.3489,0.0338,0.4585,0.6475,0.4705,0.1518,0.6813,-0.7161,256,288,724,979866710
8508408678,85,8408678,-1,356.9288,297.8783,722.5124,-166.36,120.29,654.77,22773,1.97499994E14,2.17800006E14,0.9766,1060.0,941.9,2.99,0.048,0.3835,0.0255,0.5679,0.6274,0.414,0.2924,-0.0912,0.9519,365,305,739,981006971
8508409964,85,8409964,-1,211.5054,306.6766,720.1298,184.42,-358.72,239.74,17114,1.48399995E14,1.62199994E14,0.8854,997.2,944.9,6.705,0.016,0.274,0.0195,0.4583,0.9458,0.6301,0.1791,0.8236,0.5382,216,314,737,966328623
